date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:32:37	17145/17145	---MCZ	200	added ('OK')	text/html	etag:W/%2242f9-ztK7qjbVl4Dlkoa86VBYsXKgO6U%22	https://radio.garden/?r=1	C:/Users/GWCPS/Desktop/ICanFindYou/ICanFindYou/radio.garden/index7c62.html	(from )
19:32:37	68/68	---M-Z	200	added ('OK')	text/plain	etag:W/%2239-18b8af993b0%22	https://radio.garden/robots.txt		(from )
19:32:39	17145/17145	---M-Z	200	added ('OK')	text/html	etag:W/%2242f9-ztK7qjbVl4Dlkoa86VBYsXKgO6U%22	http://radio.garden/	C:/Users/GWCPS/Desktop/ICanFindYou/ICanFindYou/radio.garden/index.html	(from https://radio.garden/?r=1)
19:32:40	1957/1957	---M--	200	added ('OK')	image/png	etag:W/%227a5-18b8af993b0%22	https://radio.garden/icons/favicon.png	C:/Users/GWCPS/Desktop/ICanFindYou/ICanFindYou/radio.garden/icons/favicon.png	(from https://radio.garden/?r=1)
19:32:40	213079/213079	---M--	200	added ('OK')	image/jpeg	etag:W/%2234057-18b8af993b0%22	https://radio.garden/public/icons/rg-twitter-1.jpg	C:/Users/GWCPS/Desktop/ICanFindYou/ICanFindYou/radio.garden/public/icons/rg-twitter-1.jpg	(from https://radio.garden/?r=1)
19:32:40	213079/213079	---M--	200	added ('OK')	image/jpeg	etag:W/%2234057-18b8af993b0%22	https://radio.garden/public/icons/rg-facebook-1.jpg	C:/Users/GWCPS/Desktop/ICanFindYou/ICanFindYou/radio.garden/public/icons/rg-facebook-1.jpg	(from https://radio.garden/?r=1)
19:32:41	10737/10737	---M--	200	added ('OK')	image/png	etag:W/%2229f1-18b8af993b0%22	https://radio.garden/public/icons/ios/ios-appicon-76-76.png	C:/Users/GWCPS/Desktop/ICanFindYou/ICanFindYou/radio.garden/public/icons/ios/ios-appicon-76-76.png	(from https://radio.garden/?r=1)
19:32:41	36362/36362	---M--	200	added ('OK')	image/png	etag:W/%228e0a-18b8af993b0%22	https://radio.garden/public/icons/ios/ios-appicon-152-152.png	C:/Users/GWCPS/Desktop/ICanFindYou/ICanFindYou/radio.garden/public/icons/ios/ios-appicon-152-152.png	(from https://radio.garden/?r=1)
19:32:41	48855/48855	---M--	200	added ('OK')	image/png	etag:W/%22bed7-18b8af993b0%22	https://radio.garden/public/icons/ios/ios-appicon-180-180.png	C:/Users/GWCPS/Desktop/ICanFindYou/ICanFindYou/radio.garden/public/icons/ios/ios-appicon-180-180.png	(from https://radio.garden/?r=1)
19:32:47	676010/676010	---M--	200	added ('OK')	image/png	etag:W/%22a50aa-18b8af993b0%22	https://radio.garden/public/icons/ios/ios-launchimage-750-1334.png	C:/Users/GWCPS/Desktop/ICanFindYou/ICanFindYou/radio.garden/public/icons/ios/ios-launchimage-750-1334.png	(from https://radio.garden/?r=1)
